date,category,region,channel,units,unit_price,discount,sales
2023-02-04,Beauty,Chattogram,Online,4,1509.89,0.164,6183.0
2023-02-04,Sports,Dhaka,Store,2,3885.73,0.002,9191.91
2023-02-04,Sports,Chattogram,Online,2,3180.82,0.092,6588.98
2023-02-05,Electronics,Rajshahi,Online,1,12494.84,0.046,11951.54
2023-02-05,Electronics,Khulna,Store,1,7583.6,0.051,7539.73
2023-02-05,Electronics,Khulna,Store,3,11411.05,0.181,31089.69
2023-02-05,Electronics,Chattogram,Online,4,11675.46,0.078,43640.03
2023-02-05,Electronics,Khulna,Online,2,9632.21,0.0,18888.46
2023-02-05,Electronics,Dhaka,Online,3,10879.74,0.166,26330.68
2023-02-05,Electronics,Dhaka,Store,1,14237.18,0.117,12026.99
2023-02-05,Fashion,Chattogram,Online,1,1754.94,0.099,1604.14
2023-02-05,Fashion,Chattogram,Online,1,1857.74,0.137,1713.31
2023-02-05,Fashion,Chattogram,Store,2,2260.06,0.029,4274.49
2023-02-05,Fashion,Rajshahi,Online,3,2321.23,0.172,6022.28
2023-02-05,Fashion,Dhaka,Store,3,2529.27,0.12,7345.95
2023-02-05,Home & Living,Chattogram,Online,4,3576.08,0.055,13452.85
2023-02-05,Home & Living,Dhaka,Store,3,3875.78,0.12,11288.06
2023-02-05,Home & Living,Rajshahi,Store,1,4795.68,0.103,4281.26
2023-02-05,Home & Living,Rajshahi,Store,2,4747.03,0.067,9650.64
2023-02-05,Home & Living,Chattogram,Online,1,3944.28,0.141,3753.98
2023-02-05,Beauty,Chattogram,Online,2,2092.23,0.128,3988.55
2023-02-05,Beauty,Chattogram,Store,1,1449.46,0.12,1429.36
2023-02-05,Beauty,Rajshahi,Store,4,1185.4,0.0,5656.04
2023-02-05,Beauty,Chattogram,Store,1,1374.88,0.027,1525.93
2023-02-05,Beauty,Dhaka,Online,4,2216.51,0.139,9520.68
2023-02-05,Beauty,Chattogram,Store,2,1719.06,0.121,3427.15
2023-02-05,Beauty,Rajshahi,Online,2,1619.69,0.089,3741.51
2023-02-05,Beauty,Chattogram,Online,2,877.48,0.163,1770.79
2023-02-05,Sports,Dhaka,Online,2,3459.19,0.085,6911.47
2023-02-05,Sports,Dhaka,Store,3,3371.41,0.0,12797.65
2023-02-05,Sports,Dhaka,Store,1,3017.2,0.076,3426.65
2023-02-05,Sports,Chattogram,Store,1,3599.31,0.09,4155.78
2023-02-06,Electronics,Khulna,Online,1,15822.75,0.142,13793.76
2023-02-06,Electronics,Dhaka,Store,1,10086.86,0.049,8733.68
2023-02-06,Electronics,Dhaka,Online,1,12729.24,0.114,11140.97
2023-02-06,Fashion,Chattogram,Online,1,1920.65,0.116,1721.89
2023-02-06,Fashion,Khulna,Online,3,2957.42,0.014,8929.77
2023-02-06,Fashion,Dhaka,Online,1,1891.84,0.141,1709.16
2023-02-06,Fashion,Dhaka,Online,1,2412.04,0.14,2128.28
2023-02-06,Fashion,Dhaka,Store,3,1959.91,0.048,5086.56
2023-02-06,Fashion,Khulna,Store,1,2201.21,0.109,2143.12
2023-02-06,Fashion,Dhaka,Store,1,1832.76,0.144,1672.67
2023-02-06,Fashion,Dhaka,Store,1,2003.99,0.029,1926.8
2023-02-06,Fashion,Rajshahi,Store,1,2600.11,0.058,2257.62
2023-02-06,Fashion,Chattogram,Store,1,1850.74,0.008,1954.87
2023-02-06,Home & Living,Rajshahi,Store,1,4245.95,0.176,3193.59
2023-02-06,Home & Living,Chattogram,Store,1,3960.57,0.036,3662.9
2023-02-06,Home & Living,Dhaka,Online,3,4129.01,0.138,11564.45
2023-02-06,Home & Living,Khulna,Online,4,2420.01,0.081,9201.61
2023-02-06,Home & Living,Dhaka,Online,2,4510.25,0.141,8522.78
2023-02-06,Home & Living,Dhaka,Store,1,4322.35,0.162,3559.41
2023-02-06,Home & Living,Chattogram,Online,1,3998.96,0.108,3563.14
2023-02-06,Home & Living,Khulna,Online,2,5299.85,0.0,10722.86
2023-02-06,Beauty,Chattogram,Store,1,1396.27,0.042,1597.15
2023-02-06,Beauty,Dhaka,Online,2,822.58,0.042,2005.56
2023-02-06,Beauty,Khulna,Store,1,2165.16,0.075,2277.98
2023-02-06,Beauty,Chattogram,Online,1,1286.7,0.115,1446.88
2023-02-06,Beauty,Rajshahi,Online,3,1403.77,0.153,3983.56
2023-02-06,Beauty,Dhaka,Online,1,1513.28,0.07,1728.92
2023-02-06,Sports,Rajshahi,Store,3,3046.31,0.115,8593.56
2023-02-06,Sports,Chattogram,Online,2,3221.4,0.122,6592.53
2023-02-07,Electronics,Rajshahi,Store,2,14583.59,0.122,25576.11
2023-02-07,Electronics,Dhaka,Online,3,11298.31,0.123,28796.73
2023-02-07,Electronics,Chattogram,Store,1,12831.53,0.12,11761.42
2023-02-07,Electronics,Chattogram,Online,2,12448.18,0.102,21458.18
2023-02-07,Electronics,Rajshahi,Store,1,8355.48,0.122,6743.53
2023-02-07,Fashion,Dhaka,Online,3,2158.89,0.021,6822.33
2023-02-07,Fashion,Rajshahi,Store,1,2830.44,0.051,2873.7
2023-02-07,Fashion,Dhaka,Store,3,2387.21,0.091,6849.05
2023-02-07,Fashion,Dhaka,Online,1,1642.81,0.0,1547.31
2023-02-07,Fashion,Rajshahi,Store,4,2580.88,0.121,8403.81
2023-02-07,Fashion,Dhaka,Store,1,2246.73,0.0,2281.87
2023-02-07,Fashion,Dhaka,Online,1,2315.96,0.0,2294.16
2023-02-07,Fashion,Rajshahi,Online,3,2782.97,0.12,7255.73
2023-02-07,Fashion,Khulna,Store,4,2057.78,0.0,7998.0
2023-02-07,Fashion,Khulna,Online,4,2733.06,0.04,9748.12
2023-02-07,Fashion,Rajshahi,Online,2,2935.56,0.0,6370.86
2023-02-07,Fashion,Khulna,Store,3,2767.8,0.011,7487.26
2023-02-07,Fashion,Khulna,Online,2,1909.07,0.128,3242.23
2023-02-07,Fashion,Rajshahi,Store,1,2449.23,0.065,2397.74
2023-02-07,Home & Living,Chattogram,Store,1,4247.8,0.066,3896.9
2023-02-07,Home & Living,Dhaka,Store,2,5149.69,0.139,8501.24
2023-02-07,Home & Living,Khulna,Store,2,3544.64,0.079,7044.83
2023-02-07,Home & Living,Dhaka,Store,5,5533.3,0.123,26880.26
2023-02-07,Beauty,Dhaka,Store,2,1690.76,0.079,3505.91
2023-02-07,Beauty,Khulna,Store,4,1481.04,0.066,6118.61
2023-02-07,Beauty,Khulna,Online,1,1365.15,0.113,1421.59
2023-02-07,Beauty,Chattogram,Online,1,1882.3,0.054,2297.21
2023-02-07,Beauty,Chattogram,Online,3,1627.28,0.144,4590.59
2023-02-07,Beauty,Dhaka,Online,3,1248.49,0.042,4593.29
2023-02-07,Sports,Dhaka,Online,5,4020.94,0.067,20783.74
2023-02-07,Sports,Chattogram,Online,4,3069.28,0.057,12333.37
2023-02-07,Sports,Khulna,Store,1,2827.39,0.031,3245.32
2023-02-07,Sports,Dhaka,Online,1,3359.49,0.094,3847.69
2023-02-08,Electronics,Dhaka,Online,1,9650.46,0.074,9318.38
2023-02-08,Electronics,Dhaka,Online,1,12944.84,0.042,11429.88
2023-02-08,Electronics,Chattogram,Online,5,13029.09,0.072,62253.95
2023-02-08,Electronics,Dhaka,Store,1,11686.05,0.097,10524.63
2023-02-08,Electronics,Khulna,Online,1,11570.02,0.089,11458.41
2023-02-08,Fashion,Dhaka,Online,4,2301.69,0.069,8469.98
2023-02-08,Fashion,Chattogram,Store,2,2411.34,0.155,4336.56
2023-02-08,Fashion,Dhaka,Store,1,1977.13,0.16,1837.23
2023-02-08,Fashion,Chattogram,Online,3,2160.91,0.121,6030.45
2023-02-08,Fashion,Dhaka,Online,1,2432.02,0.151,2162.13
2023-02-08,Fashion,Khulna,Store,1,2148.61,0.079,1865.95
2023-02-08,Fashion,Dhaka,Online,2,1758.55,0.139,3083.88
2023-02-08,Home & Living,Rajshahi,Online,1,4061.8,0.036,3796.86
2023-02-08,Home & Living,Dhaka,Online,3,4235.76,0.115,12106.99
2023-02-08,Home & Living,Rajshahi,Online,1,3151.6,0.074,3019.35
2023-02-08,Home & Living,Chattogram,Online,5,4504.89,0.0,21479.78
2023-02-08,Home & Living,Dhaka,Online,3,4034.52,0.092,11361.33
2023-02-08,Home & Living,Rajshahi,Online,1,2881.13,0.045,3000.7
2023-02-08,Home & Living,Dhaka,Online,1,3079.43,0.138,2772.86
2023-02-08,Home & Living,Chattogram,Store,1,5523.86,0.051,4954.7
2023-02-08,Beauty,Khulna,Online,2,1461.75,0.095,3097.7
2023-02-08,Beauty,Dhaka,Store,1,1089.66,0.046,1361.22
2023-02-08,Beauty,Dhaka,Store,2,1376.63,0.032,3070.85
2023-02-08,Beauty,Rajshahi,Store,3,1232.53,0.063,4300.03
2023-02-08,Beauty,Rajshahi,Online,1,1913.74,0.101,1889.48
2023-02-08,Beauty,Chattogram,Store,2,1786.79,0.064,4308.37
2023-02-08,Beauty,Chattogram,Online,2,1477.54,0.149,2966.09
2023-02-08,Beauty,Chattogram,Online,3,1724.99,0.11,5682.71
2023-02-08,Sports,Khulna,Online,3,3498.98,0.071,10412.72
2023-02-08,Sports,Chattogram,Store,1,4092.02,0.044,4222.72
2023-02-08,Sports,Chattogram,Store,2,3779.71,0.066,8548.37
2023-02-08,Sports,Rajshahi,Online,1,3922.74,0.133,3924.48
2023-02-08,Sports,Dhaka,Store,3,3297.03,0.059,11139.9
2023-02-09,Electronics,Dhaka,Online,2,11630.25,0.077,23494.63
2023-02-09,Electronics,Rajshahi,Store,1,7379.78,0.07,6814.7
2023-02-09,Electronics,Chattogram,Store,3,15320.78,0.151,39266.18
2023-02-09,Electronics,Dhaka,Store,3,11402.22,0.043,32425.45
2023-02-09,Electronics,Dhaka,Online,2,13160.85,0.086,26697.71
2023-02-09,Electronics,Dhaka,Online,5,14606.12,0.093,69356.24
2023-02-09,Fashion,Chattogram,Online,2,1979.82,0.057,3572.59
2023-02-09,Fashion,Dhaka,Online,2,1846.0,0.14,3304.52
2023-02-09,Fashion,Dhaka,Online,3,2509.65,0.077,7581.4
2023-02-09,Fashion,Rajshahi,Store,1,1827.49,0.059,1782.77
2023-02-09,Home & Living,Dhaka,Store,1,3394.07,0.122,2894.72
2023-02-09,Home & Living,Dhaka,Online,2,3230.96,0.061,6424.01
2023-02-09,Home & Living,Khulna,Store,1,4013.33,0.0,4010.83
2023-02-09,Home & Living,Rajshahi,Store,2,3707.51,0.0,7197.95
2023-02-09,Home & Living,Rajshahi,Store,1,3850.17,0.065,3660.09
2023-02-09,Home & Living,Rajshahi,Online,1,5243.98,0.082,5191.22
2023-02-09,Beauty,Dhaka,Online,1,1294.85,0.044,1617.46
2023-02-09,Beauty,Khulna,Store,3,1965.76,0.105,6576.74
2023-02-09,Beauty,Chattogram,Online,3,1791.09,0.076,5591.47
2023-02-09,Beauty,Rajshahi,Online,1,1134.79,0.007,1474.69
2023-02-09,Beauty,Chattogram,Online,1,1378.79,0.06,1464.4
2023-02-09,Beauty,Khulna,Store,2,1560.82,0.11,3266.46
2023-02-09,Sports,Rajshahi,Online,1,4376.62,0.069,4985.79
2023-02-09,Sports,Dhaka,Online,1,4379.96,0.102,4194.04
2023-02-09,Sports,Khulna,Online,4,3883.82,0.063,18179.9
2023-02-10,Electronics,Dhaka,Online,3,15075.74,0.151,42567.85
2023-02-10,Electronics,Dhaka,Online,5,11933.78,0.138,48989.01
2023-02-10,Electronics,Dhaka,Store,1,10251.81,0.029,10176.95
2023-02-10,Electronics,Dhaka,Online,1,11995.17,0.027,11406.29
2023-02-10,Electronics,Khulna,Store,2,10281.25,0.167,17988.14
2023-02-10,Electronics,Rajshahi,Store,2,12367.15,0.115,20790.93
2023-02-10,Fashion,Chattogram,Online,1,1571.47,0.07,1532.5
2023-02-10,Fashion,Chattogram,Online,1,1725.61,0.059,1736.23
2023-02-10,Fashion,Rajshahi,Store,1,2057.56,0.054,2106.14
2023-02-10,Fashion,Dhaka,Online,1,2886.68,0.099,2885.01
2023-02-10,Fashion,Chattogram,Online,5,2016.07,0.122,8391.07
2023-02-10,Fashion,Dhaka,Online,1,2541.65,0.038,2267.97
2023-02-10,Fashion,Chattogram,Online,1,2135.87,0.136,2019.8
2023-02-10,Fashion,Dhaka,Store,1,2203.77,0.073,1901.64
2023-02-10,Fashion,Dhaka,Store,1,2048.87,0.117,1987.22
2023-02-10,Fashion,Rajshahi,Online,1,2508.01,0.043,2436.73
2023-02-10,Fashion,Rajshahi,Online,4,2412.58,0.018,8756.32
2023-02-10,Home & Living,Chattogram,Store,3,2592.11,0.082,7583.01
2023-02-10,Home & Living,Chattogram,Online,1,4341.91,0.138,3559.68
2023-02-10,Home & Living,Dhaka,Online,3,4358.27,0.078,12928.26
2023-02-10,Home & Living,Chattogram,Online,2,4249.81,0.163,7628.52
2023-02-10,Home & Living,Rajshahi,Store,4,4108.51,0.116,14170.31
2023-02-10,Home & Living,Chattogram,Store,1,3361.39,0.067,3458.62
2023-02-10,Beauty,Chattogram,Online,1,1734.66,0.008,2077.63
2023-02-10,Beauty,Rajshahi,Store,1,1178.99,0.102,1180.04
2023-02-10,Beauty,Dhaka,Online,2,1721.44,0.057,4070.78
2023-02-10,Beauty,Rajshahi,Online,1,1241.33,0.126,1375.74
2023-02-10,Beauty,Dhaka,Store,4,2105.68,0.025,10707.86
2023-02-10,Sports,Chattogram,Online,1,3300.23,0.04,3873.45
2023-02-10,Sports,Dhaka,Online,4,4858.5,0.061,19193.77
2023-02-10,Sports,Chattogram,Online,1,2784.96,0.078,3085.28
2023-02-10,Sports,Dhaka,Store,1,3384.19,0.044,3496.63
2023-02-10,Sports,Khulna,Online,1,4224.18,0.001,5252.95
2023-02-11,Electronics,Dhaka,Store,1,11233.31,0.203,8329.93
2023-02-11,Electronics,Chattogram,Online,2,14158.45,0.133,25371.84
2023-02-11,Electronics,Chattogram,Store,1,12276.32,0.112,10598.17
2023-02-11,Electronics,Khulna,Online,1,14193.25,0.021,13511.89
2023-02-11,Electronics,Chattogram,Online,1,8056.26,0.13,6700.2
2023-02-11,Fashion,Dhaka,Online,1,2169.81,0.155,1791.39
2023-02-11,Fashion,Rajshahi,Store,2,2114.14,0.065,3970.32
2023-02-11,Fashion,Khulna,Store,3,2135.97,0.069,6592.56
2023-02-11,Fashion,Rajshahi,Online,4,2734.53,0.203,9374.34
2023-02-11,Fashion,Dhaka,Store,1,1965.62,0.144,1543.5
2023-02-11,Fashion,Dhaka,Store,1,2274.09,0.099,1998.22
2023-02-11,Fashion,Chattogram,Online,2,2312.43,0.08,4053.48
2023-02-11,Fashion,Rajshahi,Online,3,2187.14,0.069,6059.29
2023-02-11,Fashion,Rajshahi,Store,2,1870.8,0.09,3357.98
2023-02-11,Home & Living,Rajshahi,Online,2,3228.75,0.063,5508.09
2023-02-11,Home & Living,Khulna,Online,1,3201.73,0.099,3081.93
2023-02-11,Home & Living,Dhaka,Online,2,4108.17,0.098,6898.35
2023-02-11,Home & Living,Khulna,Online,1,3234.26,0.138,2727.18
2023-02-11,Home & Living,Dhaka,Online,1,4621.17,0.025,4872.07
2023-02-11,Home & Living,Chattogram,Store,1,4632.79,0.113,3858.27
2023-02-11,Home & Living,Dhaka,Online,2,3386.81,0.097,6588.06
2023-02-11,Home & Living,Rajshahi,Store,1,2957.74,0.015,2817.12
2023-02-11,Home & Living,Dhaka,Online,1,4374.53,0.171,3957.84
2023-02-11,Home & Living,Rajshahi,Online,2,4694.44,0.042,8993.6
2023-02-11,Beauty,Rajshahi,Online,2,1722.12,0.097,3495.87
2023-02-11,Beauty,Dhaka,Store,1,1548.68,0.032,1886.86
2023-02-11,Beauty,Chattogram,Store,1,2032.95,0.061,2425.86
2023-02-11,Beauty,Rajshahi,Online,3,1542.48,0.129,4566.75
2023-02-11,Beauty,Rajshahi,Online,1,1679.29,0.055,1935.77
2023-02-11,Beauty,Khulna,Online,1,1500.95,0.069,1831.57
2023-02-11,Beauty,Dhaka,Online,2,1345.28,0.126,2607.92
2023-02-11,Beauty,Khulna,Online,1,1641.08,0.047,2046.08
2023-02-11,Beauty,Khulna,Store,1,1542.03,0.025,1829.95
2023-02-11,Beauty,Dhaka,Online,1,1201.15,0.147,1151.39
2023-02-11,Beauty,Dhaka,Store,1,1572.47,0.093,1605.46
2023-02-11,Beauty,Dhaka,Online,1,1659.76,0.108,1660.39
2023-02-11,Sports,Rajshahi,Online,1,3572.83,0.079,3950.9
2023-02-11,Sports,Chattogram,Store,3,4418.81,0.084,13914.25
2023-02-11,Sports,Dhaka,Store,2,3771.12,0.13,7478.48
2023-02-11,Sports,Dhaka,Online,1,3176.69,0.054,3597.44
2023-02-11,Sports,Dhaka,Online,1,4639.41,0.125,4925.11
2023-02-11,Sports,Dhaka,Online,1,3895.26,0.075,3949.96
2023-02-11,Sports,Chattogram,Online,4,3240.72,0.044,14858.54
2023-02-12,Electronics,Chattogram,Online,1,8287.11,0.132,6588.94
2023-02-12,Electronics,Dhaka,Online,1,13486.64,0.107,11473.2
2023-02-12,Electronics,Khulna,Online,5,10361.65,0.073,43958.33
2023-02-12,Electronics,Khulna,Online,2,6646.36,0.0,13130.51
2023-02-12,Electronics,Dhaka,Online,4,13018.5,0.067,50538.89
2023-02-12,Electronics,Rajshahi,Online,1,14974.07,0.118,14301.24
2023-02-12,Electronics,Khulna,Online,1,13487.15,0.068,12887.01
2023-02-12,Electronics,Dhaka,Store,1,12136.91,0.044,12241.22
2023-02-12,Electronics,Dhaka,Online,3,14403.14,0.118,42313.24
2023-02-12,Electronics,Dhaka,Online,1,13136.02,0.092,11794.32
2023-02-12,Electronics,Chattogram,Store,1,13670.07,0.036,11999.28
2023-02-12,Fashion,Khulna,Online,1,1963.44,0.086,1754.93
2023-02-12,Fashion,Dhaka,Online,2,2565.09,0.123,4454.64
2023-02-12,Fashion,Khulna,Online,2,1916.94,0.17,3274.96
2023-02-12,Fashion,Khulna,Store,3,2185.51,0.023,6156.73
2023-02-12,Fashion,Chattogram,Online,1,2143.27,0.088,2091.23
2023-02-12,Fashion,Dhaka,Online,1,2390.54,0.031,2364.96
2023-02-12,Fashion,Chattogram,Online,1,2543.47,0.13,2038.51
2023-02-12,Fashion,Dhaka,Online,7,1934.28,0.025,13677.83
2023-02-12,Fashion,Khulna,Store,1,2495.53,0.088,2414.04
2023-02-12,Fashion,Khulna,Online,1,2090.57,0.102,1742.32
2023-02-12,Home & Living,Rajshahi,Online,1,4946.82,0.103,4369.79
2023-02-12,Home & Living,Khulna,Online,1,3268.18,0.173,2793.55
2023-02-12,Home & Living,Dhaka,Online,3,4782.16,0.155,11456.5
2023-02-12,Beauty,Dhaka,Online,1,1491.59,0.097,1561.08
2023-02-12,Beauty,Dhaka,Store,5,1311.96,0.173,6541.93
2023-02-12,Beauty,Dhaka,Online,1,1620.04,0.102,1643.77
2023-02-12,Beauty,Dhaka,Store,2,1424.5,0.074,2833.42
2023-02-12,Beauty,Rajshahi,Online,3,1192.33,0.088,3974.95
2023-02-12,Beauty,Dhaka,Online,1,1269.02,0.066,1370.92
2023-02-12,Beauty,Dhaka,Online,1,1669.01,0.092,1771.4
2023-02-12,Beauty,Rajshahi,Online,3,1032.23,0.06,3776.58
2023-02-12,Beauty,Dhaka,Online,1,1765.61,0.068,1971.87
2023-02-12,Sports,Khulna,Store,2,2850.4,0.054,6370.18
2023-02-12,Sports,Khulna,Online,2,3450.91,0.107,7333.72
2023-02-12,Sports,Dhaka,Online,1,3650.52,0.148,3603.41
2023-02-12,Sports,Rajshahi,Online,1,3647.16,0.186,3220.57
2023-02-12,Sports,Dhaka,Store,1,4178.7,0.079,4817.44
2023-02-12,Sports,Khulna,Store,1,4416.49,0.174,4503.84
2023-02-13,Electronics,Chattogram,Store,1,14360.08,0.081,12573.01
2023-02-13,Electronics,Khulna,Online,1,13936.44,0.0,14455.79
2023-02-13,Electronics,Dhaka,Online,2,14753.25,0.126,26357.19
2023-02-13,Electronics,Chattogram,Online,1,10234.85,0.125,8711.21
2023-02-13,Electronics,Dhaka,Online,1,14508.85,0.071,13940.68
2023-02-13,Electronics,Chattogram,Online,5,11090.57,0.005,58323.9
2023-02-13,Electronics,Chattogram,Online,3,13140.56,0.042,35767.5
2023-02-13,Fashion,Khulna,Store,2,2096.96,0.036,4443.3
2023-02-13,Fashion,Khulna,Store,1,2141.3,0.105,1746.48
2023-02-13,Fashion,Khulna,Online,1,2304.53,0.016,2355.06
2023-02-13,Fashion,Rajshahi,Store,4,2224.07,0.098,8707.71
2023-02-13,Fashion,Dhaka,Online,1,1967.67,0.042,1829.82
2023-02-13,Fashion,Chattogram,Store,1,2240.83,0.066,2129.9
2023-02-13,Home & Living,Khulna,Online,3,2996.37,0.111,7323.8
2023-02-13,Home & Living,Chattogram,Online,2,4152.35,0.091,7785.35
2023-02-13,Home & Living,Khulna,Store,4,4674.28,0.083,17759.79
2023-02-13,Home & Living,Dhaka,Online,3,5633.0,0.072,14975.81
2023-02-13,Home & Living,Rajshahi,Store,3,3406.12,0.057,8970.11
2023-02-13,Home & Living,Dhaka,Online,1,4082.62,0.06,3849.83
2023-02-13,Home & Living,Rajshahi,Store,1,4871.18,0.15,4090.32
2023-02-13,Home & Living,Chattogram,Online,1,3525.91,0.083,3226.68
2023-02-13,Home & Living,Chattogram,Online,3,3926.91,0.086,9936.63
2023-02-13,Home & Living,Dhaka,Store,1,4385.44,0.018,4529.67
2023-02-13,Home & Living,Rajshahi,Online,1,5536.42,0.029,5968.21
2023-02-13,Beauty,Khulna,Store,1,1523.17,0.082,1704.01
2023-02-13,Beauty,Dhaka,Online,1,1453.61,0.073,1740.84
2023-02-13,Beauty,Dhaka,Online,2,1409.51,0.073,3050.47
2023-02-13,Beauty,Khulna,Store,2,1794.2,0.062,3788.41
2023-02-13,Beauty,Dhaka,Online,1,1256.91,0.077,1258.17
2023-02-13,Sports,Chattogram,Online,4,2825.48,0.054,11199.44
2023-02-13,Sports,Dhaka,Store,5,3768.78,0.123,17933.83
2023-02-13,Sports,Rajshahi,Online,1,2285.69,0.061,2577.66
2023-02-13,Sports,Dhaka,Online,4,3198.29,0.008,15390.23
2023-02-13,Sports,Khulna,Store,1,4282.74,0.067,4201.6
2023-02-13,Sports,Khulna,Store,1,3285.59,0.069,3305.91
2023-02-13,Sports,Chattogram,Online,2,3164.88,0.212,6065.0
2023-02-13,Sports,Dhaka,Online,1,3219.53,0.067,3383.58
2023-02-14,Electronics,Khulna,Online,3,9909.18,0.054,28990.32
2023-02-14,Electronics,Chattogram,Online,2,12887.4,0.107,21245.78
2023-02-14,Electronics,Chattogram,Online,4,12415.07,0.002,46255.28
2023-02-14,Electronics,Dhaka,Online,1,10475.57,0.067,9913.12
2023-02-14,Electronics,Chattogram,Online,4,12048.6,0.118,41289.89
2023-02-14,Electronics,Chattogram,Store,2,11794.53,0.009,25451.6
2023-02-14,Fashion,Khulna,Store,2,2647.69,0.082,4834.35
2023-02-14,Fashion,Dhaka,Store,1,2612.55,0.058,2262.06
2023-02-14,Fashion,Rajshahi,Online,2,2077.82,0.013,4148.88
2023-02-14,Fashion,Dhaka,Online,2,1788.41,0.037,3400.7
2023-02-14,Fashion,Rajshahi,Online,2,2340.53,0.1,4240.21
2023-02-14,Fashion,Rajshahi,Store,1,1890.8,0.191,1567.83
2023-02-14,Fashion,Chattogram,Online,2,2397.75,0.044,4572.13
2023-02-14,Home & Living,Dhaka,Online,1,4346.76,0.016,4309.07
2023-02-14,Home & Living,Rajshahi,Online,3,3563.37,0.017,10942.93
2023-02-14,Home & Living,Rajshahi,Store,1,3590.08,0.076,3660.99
2023-02-14,Home & Living,Khulna,Online,3,4417.84,0.098,11713.95
2023-02-14,Beauty,Dhaka,Store,3,1589.86,0.09,5441.12
2023-02-14,Beauty,Dhaka,Online,3,1623.45,0.148,5341.15
2023-02-14,Beauty,Khulna,Store,1,1368.93,0.025,1673.35
2023-02-14,Beauty,Dhaka,Online,2,1181.03,0.07,2670.1
2023-02-14,Beauty,Rajshahi,Store,1,1573.88,0.05,1758.14
2023-02-14,Beauty,Rajshahi,Online,1,1287.31,0.091,1473.67
2023-02-14,Beauty,Dhaka,Online,1,1802.89,0.07,1866.56
2023-02-14,Sports,Dhaka,Store,1,2874.46,0.103,2730.72
2023-02-14,Sports,Khulna,Store,2,3411.05,0.21,6827.13
2023-02-14,Sports,Dhaka,Online,1,2483.07,0.201,2502.23
2023-02-14,Sports,Dhaka,Online,1,4194.7,0.089,4736.94
2023-02-15,Electronics,Dhaka,Online,1,14616.68,0.055,14903.75
2023-02-15,Electronics,Chattogram,Online,1,11487.77,0.096,10869.76
2023-02-15,Electronics,Dhaka,Store,1,13125.83,0.0,14097.51
2023-02-15,Electronics,Dhaka,Online,1,11345.67,0.09,10474.53
2023-02-15,Fashion,Dhaka,Online,4,2400.18,0.079,9247.81
2023-02-15,Fashion,Rajshahi,Online,1,2027.72,0.006,2209.01
2023-02-15,Fashion,Chattogram,Online,2,1994.82,0.053,3798.66
2023-02-15,Fashion,Chattogram,Online,1,2797.29,0.03,2594.46
2023-02-15,Fashion,Chattogram,Online,2,2864.56,0.076,4932.85
2023-02-15,Fashion,Chattogram,Online,1,1449.75,0.072,1454.16
2023-02-15,Fashion,Khulna,Store,2,2142.57,0.074,3726.35
2023-02-15,Fashion,Chattogram,Store,4,1004.65,0.159,3516.48
2023-02-15,Fashion,Dhaka,Online,3,1990.67,0.175,4723.48
2023-02-15,Home & Living,Chattogram,Online,2,3974.78,0.177,7110.81
2023-02-15,Home & Living,Chattogram,Online,2,2649.43,0.127,5038.76
2023-02-15,Home & Living,Khulna,Online,5,4419.31,0.082,19647.75
2023-02-15,Home & Living,Dhaka,Store,1,3716.05,0.105,3449.59
2023-02-15,Home & Living,Chattogram,Online,1,4955.72,0.124,4389.66
2023-02-15,Beauty,Dhaka,Online,1,1887.68,0.094,1964.17
2023-02-15,Beauty,Dhaka,Store,2,1351.74,0.05,2965.4
2023-02-15,Beauty,Khulna,Online,2,1397.07,0.07,3198.73
2023-02-15,Beauty,Dhaka,Online,3,1245.39,0.038,4060.02
2023-02-15,Beauty,Dhaka,Store,2,1414.75,0.079,3098.22
2023-02-15,Beauty,Chattogram,Store,2,1893.45,0.106,3789.17
2023-02-15,Beauty,Dhaka,Online,5,1680.15,0.129,9592.89
2023-02-15,Sports,Dhaka,Store,1,4045.38,0.134,3870.12
2023-02-15,Sports,Dhaka,Online,8,3481.22,0.106,30668.23
2023-02-16,Electronics,Chattogram,Store,1,8728.87,0.107,7499.54
2023-02-16,Electronics,Dhaka,Store,1,10827.07,0.045,11445.93
2023-02-16,Electronics,Khulna,Store,1,6859.6,0.043,6154.99
2023-02-16,Electronics,Dhaka,Online,4,10712.56,0.099,39138.48
2023-02-16,Fashion,Rajshahi,Online,2,2471.98,0.06,4297.53
2023-02-16,Fashion,Khulna,Store,1,1784.07,0.025,1894.3
2023-02-16,Fashion,Chattogram,Store,2,2787.49,0.07,5046.07
2023-02-16,Fashion,Rajshahi,Online,1,1347.18,0.091,1280.8
2023-02-16,Fashion,Dhaka,Online,2,2314.58,0.071,4494.65
2023-02-16,Fashion,Chattogram,Online,3,2236.25,0.117,6224.57
2023-02-16,Home & Living,Dhaka,Store,1,3893.04,0.107,3761.68
2023-02-16,Home & Living,Dhaka,Online,6,3750.43,0.059,21665.91
2023-02-16,Home & Living,Rajshahi,Online,1,4445.89,0.139,3761.55
2023-02-16,Home & Living,Rajshahi,Online,2,5039.73,0.118,8866.15
2023-02-16,Home & Living,Dhaka,Online,1,3693.87,0.043,3873.86
2023-02-16,Home & Living,Dhaka,Online,8,5482.77,0.023,42034.55
2023-02-16,Home & Living,Rajshahi,Store,1,4776.94,0.126,4613.47
2023-02-16,Beauty,Rajshahi,Online,1,1369.46,0.114,1385.14
